DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Lymphocyte count	rs7192652	34594039	cg03754428_TC22	49
Serum levels of protein DEFB119	rs3911893	35078996	cg09372537_TC21	44
Migraine	rs3911893	34294844	cg09372537_TC21	44
Idiopathic membranous nephropathy	rs3096697	21323541	cg15866928_BC21	2
QT interval (drug interaction)	rs3217869	23459443	cg00417288_BC21	28
C-C motif chemokine 14 levels	rs3027012	36168886	cg23507131_BC21	33
Severe aplastic anemia	rs1042151	32004448	cg03636880_BC21	26
Aspirin exacerbated respiratory disease in asthmatics	rs1042151	23180272	cg03636880_BC21	26
Seropositivity for staphylococcus aureus peptide (twist_30077)	rs1042151	37164013	cg03636880_BC21	26
Blood protein levels	rs2844456	27532455	cg02778334_TC22	8
Chronic obstructive pulmonary disease x current smoker interaction (main effect)	rs2844456	33106845	cg02778334_TC22	8
Chronic obstructive pulmonary disease in non-current smokers	rs2844456	33106845	cg02778334_TC22	8
Chronic obstructive pulmonary disease x current smoker interaction (2df)	rs2844456	33106845	cg02778334_TC22	8
Neuroticism	rs35755513	29942085	cg01021485_TC21	38
Depressed affect	rs35755513	29942085	cg01021485_TC21	38
General factor of neuroticism	rs35755513	30867560	cg01021485_TC21	38
C-reactive protein levels	rs377351051	34226706	cg01365152_TC21	16
Neuroticism	rs35755513	29942085	cg01021485_TC22	38
Depressed affect	rs35755513	29942085	cg01021485_TC22	38
General factor of neuroticism	rs35755513	30867560	cg01021485_TC22	38
C-reactive protein levels	rs377351051	34226706	cg01365152_TC22	16
Systemic lupus erythematosus	rs146003878	33272962	cg09377197_BC22	35
Pyridoxate levels in elite athletes	rs11576014	31882771	cg19159162_BC21	37
Type 2 diabetes	rs115884658	29358691	cg00232453_BC22	36
Autoimmune traits	rs115884658	32534018	cg00232453_BC22	36
Serum levels of protein C4A;C4B	rs7887	35078996	cg00232453_BC22	27
Serum levels of protein EEF2K	rs7887	35078996	cg00232453_BC22	27
17-beta-hydroxysteroid dehydrogenase 14 levels	rs7887	34648354	cg00232453_BC22	27
Height	rs537160	28552196	cg09372290_BC22	16
CDKN1A/HBEGF protein level ratio	rs537160	38412862	cg09372290_BC22	16
Depression (broad)	rs537160	29662059	cg09372290_BC22	16
HBEGF/YES1 protein level ratio	rs537160	38412862	cg09372290_BC22	16
Hip circumference adjusted for BMI	rs16895223	34021172	cg06297863_BC22	41
gp41 C34 peptide, HIV levels	rs2075801	28240269	cg16784945_BC22	49
Alanine aminotransferase levels	rs2235698	33547301	cg05009707_BC21	21
Non-melanoma skin cancer	rs2235698	34290314	cg05009707_BC21	21
Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	rs2234161	26974007	cg00065661_TC21	23
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs1736984	38368726	cg09345299_TO21	2
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs17185146	38368726	cg09345299_TO21	12
Measles	rs72988658	28928442	cg14476101_TC21	30
Retinal vascular fractal dimension	rs28690798	34743558	cg17981101_TC21	0
DNA methylation-estimated plasminogen activator inhibitor-1 levels	rs28690798	34187551	cg17981101_TC21	0
NAD kinase levels	rs4648629	34648354	cg06219660_TC21	47
BMI and adiposity (confirmatory factor analysis Factor 7)	rs4648629	38965376	cg06219660_TC21	47
Red cell distribution width	rs875742	30595370	cg10346658_TC21	2
Mean corpuscular hemoglobin	rs875742	32888494	cg10346658_TC21	2
Red cell distribution width	rs875742	32888493	cg10346658_TC21	2
Immature fraction of reticulocytes	rs875742	32888494	cg10346658_TC21	2
Red cell distribution width	rs875742	32888493	cg10346658_TC21	2
High light scatter reticulocyte count	rs875742	32888494	cg10346658_TC21	2
High light scatter reticulocyte percentage of red cells	rs875742	32888494	cg10346658_TC21	2
Red cell distribution width	rs875742	32888494	cg10346658_TC21	2
Reticulocyte count	rs875742	32888494	cg10346658_TC21	2
Reticulocyte fraction of red cells	rs875742	32888494	cg10346658_TC21	2
Mean corpuscular volume	rs875742	34104963	cg10346658_TC21	2
Mean corpuscular volume	rs875742	34594039	cg10346658_TC21	2
Mean corpuscular hemoglobin	rs875742	34594039	cg10346658_TC21	2
Mean corpuscular hemoglobin	rs875742	34594039	cg10346658_TC21	2
Mean corpuscular volume	rs875742	34594039	cg10346658_TC21	2
Medium fluorescent percentage of reticulocytes	rs875742	37596262	cg10346658_TC21	2
Low fluorescent percentage of reticulocytes	rs875742	37596262	cg10346658_TC21	2
Serum levels of protein DEFB119	rs3911893	35078996	cg09372537_BO22	44
Migraine	rs3911893	34294844	cg09372537_BO22	44
Frontal fibrosing alopecia	rs7749944	30850646	cg09347242_BC22	37
Retinal vascular fractal dimension	rs28690798	34743558	cg17981101_TC22	0
DNA methylation-estimated plasminogen activator inhibitor-1 levels	rs28690798	34187551	cg17981101_TC22	0
Neutrophil percentage of white cells	rs45600936	32888494	cg01143314_TC22	4
Measles	rs72988658	28928442	cg14476101_TC22	30
Waist-to-hip ratio adjusted for BMI	rs17886880	34021172	cg11867651_TC22	19
Hip circumference adjusted for BMI	rs17886880	34021172	cg11867651_TC22	19
Waist-hip index	rs17886880	34021172	cg11867651_TC22	19
Strep throat	rs28381344	28928442	cg14119796_BC22	53
Neuroticism	rs28381344	30643256	cg14119796_BC22	53
Depressive symptoms	rs28381344	30643256	cg14119796_BC22	53
Anxiety disorder	rs28381344	39294497	cg14119796_BC22	53
QT interval (drug interaction)	rs3217869	23459443	cg00417288_BC22	28
QT interval (drug interaction)	rs3217869	23459443	cg00417288_BC23	28
Height	rs7479861	36224396	cg26272260_TC21	2
Phosphatidylcholine_32:0_[M+H]1+/Phosphatidylethanolamine_35:0_[M+H]1+/Phosphatidate_37:1_[M+NH4]1+ levels	rs1009382	34503513	cg26249135_BC21	40
Pulse pressure	rs1009382	38689001	cg26249135_BC21	40
Diastolic blood pressure	rs1009382	38689001	cg26249135_BC21	40
Systolic blood pressure	rs1009382	38689001	cg26249135_BC21	40
Complement C4 levels	rs1009382	36168886	cg26249135_BC21	40
Prostate cancer	rs13190087	37945903	cg27619457_TC21	28
Prostate cancer	rs13190087	37945903	cg27619457_TC21	28
Visceral adipose tissue volumes to gluteofemoral adipose tissue volumes ratio	rs9276981	35773277	cg14630099_TC21	3
Hemoglobin concentration	rs2799079	35964923	cg26450541_TC21	32
Major depressive disorder or stress-related disorder	rs2799079	34634379	cg26450541_TC21	32
Intelligence	rs10917152	29942086	cg26348696_TC21	0
Secreted frizzled-related protein 3 levels	rs142039155	36168886	cg27218896_BC21	3
Smoking initiation	rs1834306	36477530	cg17726105_BC21	1
Smoking initiation	rs1834306	36477530	cg17726105_BC21	1
Smoking initiation (ever regular vs never regular)	rs1834306	30643251	cg17726105_BC21	1
Smoking initiation (ever regular vs never regular) (MTAG)	rs1834306	30643251	cg17726105_BC21	1
Waist circumference	rs7550711	25673412	cg23749046_TC21	38
Waist circumference	rs7550711	25673412	cg23749046_TC21	38
Childhood body mass index	rs7550711	26604143	cg23749046_TC21	38
Childhood body mass index	rs7550711	26604143	cg23749046_TC21	38
Body mass index	rs7550711	26426971	cg23749046_TC21	38
Body mass index	rs7550711	30239722	cg23749046_TC21	38
Predicted visceral adipose tissue	rs7550711	31501611	cg23749046_TC21	38
Body mass index	rs7550711	28448500	cg23749046_TC21	38
Body mass index (joint analysis main effects and physical activity interaction)	rs7550711	28448500	cg23749046_TC21	38
Body mass index in physically active individuals	rs7550711	28448500	cg23749046_TC21	38
Stearic acid (18:0) levels	rs7550711	23362303	cg23749046_TC21	38
Body size at age 10	rs7550711	32376654	cg23749046_TC21	38
High-density lipoprotein levels (MTAG)	rs7550711	36376304	cg23749046_TC21	38
Body mass index	rs7550711	36581621	cg23749046_TC21	38
Body mass index (MTAG)	rs7550711	36376304	cg23749046_TC21	38
Childhood body fatness	rs7550711	33491310	cg23749046_TC21	38
Restless legs syndrome	rs11815777	38839884	cg06344553_BC21	37
Restless legs syndrome	rs11815777	38839884	cg06344553_BC21	37
Platelet count	rs2155380	34469753	cg22414151_TC21	19
Platelet count	rs2155380	36329257	cg22414151_TC21	19
5-methyluridine (ribothymidine) levels	rs13227958	35347128	cg20001070_BC21	6
Educational attainment	rs9940536	25201988	cg09038266_BC21	41
Waist circumference	rs147914600	28552196	cg20154003_TC21	51
Waist circumference	rs147914600	28552196	cg20154003_TC21	51
Waist-hip index	rs9276427	34021172	cg17471365_TC21	32
Mouth ulcers	rs9276427	30837455	cg17471365_TC21	32
Waist-to-hip ratio adjusted for BMI	rs9276427	34021172	cg17471365_TC21	32
A body shape index	rs9276427	34021172	cg17471365_TC21	32
Age at first birth	rs9276427	34211149	cg17471365_TC21	32
Macrophage inflammatory protein 1b levels	rs147467673	27989323	cg11168423_BC21	0
Seropositivity for staphylococcus aureus peptide (agilent_222322)	rs7382085	37164013	cg20798066_BC21	13
Hearing difficulty	rs113784020	34847940	cg18354836_BC21	26
Heel bone mineral density	rs117028614	30598549	cg19524723_TC21	14
Serum alkaline phosphatase levels	rs117028614	34226706	cg19524723_TC21	14
Bone mineral density mean	rs72752053	37500982	cg27234786_TC21	52
Estimated glomerular filtration rate	rs1934697	31451708	cg18621672_TC21	0
Systemic lupus erythematosus	rs1116221	32771030	cg26057104_TC21	14
Takayasu arteritis	rs1116221	36046661	cg26057104_TC21	14
High density lipoprotein cholesterol levels	rs3785100	29507422	cg27539214_TC21	1
High density lipoprotein cholesterol levels	rs3785100	29507422	cg27539214_TC21	1
High density lipoprotein cholesterol levels	rs3785100	29507422	cg27539214_TC21	1
Total cholesterol levels	rs3785100	29507422	cg27539214_TC21	1
Triglycerides to total lipids ratio in large VLDL	rs3785100	35213538	cg27539214_TC21	1
Triglycerides to total lipids in large VLDL percentage (UKB data field 23593)	rs3785100	36764567	cg27539214_TC21	1
Phospholipids to total lipids ratio in very large VLDL	rs3785100	35213538	cg27539214_TC21	1
C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	rs11887534	27286809	cg19123339_TC21	47
Gallstone disease	rs11887534	27094239	cg19123339_TC21	47
LDL cholesterol levels x long total sleep time interaction (2df test)	rs11887534	31719535	cg19123339_TC21	47
Gallstone disease	rs11887534	17632509	cg19123339_TC21	47
Gallstone disease	rs11887534	30325047	cg19123339_TC21	47
Alanine aminotransferase levels	rs11887534	33547301	cg19123339_TC21	47
Gallstone disease	rs11887534	30692554	cg19123339_TC21	47
Cholelithiasis	rs11887534	34594039	cg19123339_TC21	47
Gallstone disease	rs11887534	34651315	cg19123339_TC21	47
Free cholesterol to total lipids in large HDL percentage (UKB data field 23637)	rs11887534	36764567	cg19123339_TC21	47
Sphingomyelins levels (UKB data field 23438)	rs11887534	36764567	cg19123339_TC21	47
Concentration of very small VLDL particles (UKB data field 23516)	rs11887534	36764567	cg19123339_TC21	47
Free cholesterol to total lipids in medium VLDL percentage (UKB data field 23597)	rs11887534	36764567	cg19123339_TC21	47
Free cholesterol in very large HDL (UKB data field 23556)	rs11887534	36764567	cg19123339_TC21	47
Gallstone disease	rs11887534	30504769	cg19123339_TC21	47
Alzheimer's disease or gastroesophageal reflux disease	rs11887534	35851147	cg19123339_TC21	47
Gastritis and duodenitis (UKB data field 20002_1143)	rs11887534	37965154	cg19123339_TC21	47
Hip circumference adjusted for BMI	rs3131294	34021172	cg03145486_BC21	41
Educational attainment	rs75741381	35361970	cg16566171_TC21	49
Serum 25-Hydroxyvitamin D levels	rs75741381	32242144	cg16566171_TC21	49
Serum 25-Hydroxyvitamin D levels	rs75741381	32242144	cg16566171_TC21	49
25-hydroxyvitamin D levels (skin colour stratified)	rs75741381	37963177	cg16566171_TC21	49
Seropositivity for streptococcus pneumoniae peptide (agilent_224401)	rs3130923	37164013	cg03027379_BC21	48
Seropositivity for blautia producta peptide (agilent_74695)	rs3130923	37164013	cg03027379_BC21	48
Inguinal hernia	rs3130923	34382107	cg03027379_BC21	48
MARCKS-related protein levels	rs13287380	34648354	cg13713821_TC21	35
Meteorin-like protein levels	rs72854240	36349687	cg12666827_TC21	1
White blood cell count	rs3771258	32888494	cg15711740_BC21	36
Neutrophil count	rs3771258	34594039	cg15711740_BC21	36
Parkinson disease	rs1372519	39080267	cg15133208_TC21	42
Type 2 diabetes	rs74577409	30718926	cg16374411_BC21	0
MICA-MICB heterodimer protein levels	rs709052	38565889	cg05139028_TC21	28
Height	rs33321	34594039	cg14703610_BC21	37
Autism spectrum disorder or schizophrenia	rs191239160	28540026	cg11888470_TC21	29
Systolic blood pressure	rs148185433	39134668	cg13874974_BC21	41
Isolated hypothyroxinemia  in pregnancy	rs1886296	39266554	cg08967938_TC21	41
Pappalysin-1 levels	rs1687479	33067605	cg00577527_TC21	49
Body mass index	rs34681424	38538606	cg14121689_TC21	49
Parental longevity (mother's age at death or mother's attained age)	rs2596487	31484785	cg06646969_BC21	2
Seropositivity for streptococcus pneumoniae peptide (agilent_236127)	rs2596487	37164013	cg06646969_BC21	2
Hypothyroidism or rheumatoid arthritis (pleiotropy)	rs1624337	38368726	cg11363230_TC21	45
Longevity	rs9920281	31484785	cg11337697_TC21	21
Left-hemisphere visual network to caudate white-matter structural connectivity	rs147847538	38438384	cg15379858_BC21	44
CCR2 on plasmacytoid Dendritic Cell	rs143407337	32929287	cg10547025_TC21	0
CCR2 on CD62L+ plasmacytoid Dendritic Cell	rs143407337	32929287	cg10547025_TC21	0
Asthma (childhood onset)	rs17277929	27611488	cg01693308_TC21	52
Aspartate aminotransferase levels	rs73550818	29403010	cg06302295_BC21	31
Aspartate aminotransferase levels	rs73550818	33339817	cg06302295_BC21	31
Daily alcohol intake x rs671 interaction (2df)	rs73550818	38277453	cg06302295_BC21	31
Alcohol drinking status x rs671 interaction (2df)	rs73550818	38277453	cg06302295_BC21	31
Aspartate aminotransferase levels	rs73550818	36333282	cg06302295_BC21	31
Aspartate aminotransferase levels	rs73550818	34594039	cg06302295_BC21	31
Waist-hip ratio	rs11236213	30595370	cg13462890_TC21	42
Waist-to-hip ratio adjusted for BMI	rs11236213	31669095	cg13462890_TC21	42
Low hand grip strength (60 years and older) (EWGSOP)	rs11236213	33510174	cg13462890_TC21	42
Low hand grip strength (60 years and older) (EWGSOP)	rs11236213	33510174	cg13462890_TC21	42
Granzyme A levels	rs41540512	34648354	cg11247343_BC21	50
Educational attainment	rs1130947	35361970	cg11247343_BC21	51
Mean corpuscular volume	rs1050118	32888493	cg11247343_BC21	48
Pulse pressure	rs3817030	38689001	cg00596184_TC21	17
Diastolic blood pressure	rs3817030	38689001	cg00596184_TC21	17
Leucine-rich repeat-containing G-protein coupled receptor 4 levels	rs79076592	34648354	cg21170346_BC21	24
Mean corpuscular volume	rs2273799	27863252	cg12004276_TC21	18
Mean corpuscular hemoglobin	rs2273799	27863252	cg12004276_TC21	18
Red blood cell count	rs2273799	27863252	cg12004276_TC21	18
Red blood cell count	rs2273799	30595370	cg12004276_TC21	18
Mean corpuscular hemoglobin	rs2273799	32888494	cg12004276_TC21	18
Red blood cell count	rs2273799	32888493	cg12004276_TC21	18
Mean corpuscular hemoglobin	rs2273799	32888493	cg12004276_TC21	18
Red blood cell count	rs2273799	32888493	cg12004276_TC21	18
Mean corpuscular volume	rs2273799	32888494	cg12004276_TC21	18
Mean reticulocyte volume	rs2273799	32888494	cg12004276_TC21	18
Mean corpuscular hemoglobin	rs2273799	32888493	cg12004276_TC21	18
Mean corpuscular volume	rs2273799	32888493	cg12004276_TC21	18
Mean corpuscular volume	rs2273799	32888493	cg12004276_TC21	18
Mean spheric corpuscular volume	rs2273799	32888494	cg12004276_TC21	18
Red blood cell count	rs2273799	32888494	cg12004276_TC21	18
Mean corpuscular hemoglobin	rs2273799	34594039	cg12004276_TC21	18
Red blood cell count	rs2273799	34594039	cg12004276_TC21	18
Arterial stiffness index	rs7331212	31235810	cg01684175_BC21	44
Arterial stiffness	rs7331212	31070453	cg01684175_BC21	44
Measles	rs72988658	28928442	cg14476101_TC23	30
C-reactive protein levels	rs17582155	34226706	cg25112191_TC21	47
Gamma glutamyl transferase levels	rs17582155	34226706	cg25112191_TC21	47
Red blood cell count	rs17582155	34226706	cg25112191_TC21	47
Urate levels	rs17582155	34226706	cg25112191_TC21	47
Gamma glutamyl transferase levels	rs17582155	33462484	cg25112191_TC21	47
Liver enzyme levels (gamma-glutamyl transferase)	rs17582155	33972514	cg25112191_TC21	47
Gamma glutamyl transpeptidase	rs17582155	34594039	cg25112191_TC21	47
Gamma glutamyl transferase levels	rs17582155	38632349	cg25112191_TC21	47
IgA nephropathy	rs10533306	37958966	cg18735015_BC21	52
Systolic blood pressure	rs139491786	27841878	cg15909006_BC21	0
Diastolic blood pressure	rs139491786	27841878	cg15909006_BC21	0
Pulse pressure	rs139491786	30578418	cg15909006_BC21	0
Systolic blood pressure	rs139491786	30578418	cg15909006_BC21	0
Diastolic blood pressure	rs139491786	30578418	cg15909006_BC21	0
Hemoglobin levels	rs139491786	32327693	cg15909006_BC21	0
Red blood cell count	rs139491786	30595370	cg15909006_BC21	0
Cardiovascular disease	rs139491786	30595370	cg15909006_BC21	0
Hematocrit	rs139491786	32888493	cg15909006_BC21	0
Hemoglobin concentration	rs139491786	32888493	cg15909006_BC21	0
Systolic blood pressure	rs139491786	30595370	cg15909006_BC21	0
Hematocrit	rs139491786	32888493	cg15909006_BC21	0
Hemoglobin concentration	rs139491786	32888493	cg15909006_BC21	0
Hematocrit	rs139491786	32888494	cg15909006_BC21	0
Platelet count	rs139491786	32888493	cg15909006_BC21	0
High light scatter reticulocyte count	rs139491786	32888494	cg15909006_BC21	0
Red blood cell count	rs139491786	32888493	cg15909006_BC21	0
Red blood cell count	rs139491786	32888493	cg15909006_BC21	0
Hemoglobin	rs139491786	32888494	cg15909006_BC21	0
Reticulocyte count	rs139491786	32888494	cg15909006_BC21	0
Red blood cell count	rs139491786	32888494	cg15909006_BC21	0
Hemoglobin levels	rs139491786	34226706	cg15909006_BC21	0
High light scatter reticulocyte count	rs139491786	34226706	cg15909006_BC21	0
Reticulocyte count	rs139491786	34226706	cg15909006_BC21	0
Systolic blood pressure	rs139491786	34226706	cg15909006_BC21	0
Red blood cell count	rs139491786	34226706	cg15909006_BC21	0
Diastolic blood pressure	rs139491786	34226706	cg15909006_BC21	0
Diastolic blood pressure	rs139491786	34594039	cg15909006_BC21	0
Hemoglobin	rs139491786	34594039	cg15909006_BC21	0
Hematocrit	rs139491786	34594039	cg15909006_BC21	0
Mean arterial pressure	rs139491786	34594039	cg15909006_BC21	0
Red blood cell count	rs139491786	34594039	cg15909006_BC21	0
Systolic blood pressure	rs139491786	34594039	cg15909006_BC21	0
