DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Androsterone sulfate levels	rs45446698	36357675	cg01179661_TC11	51
5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels	rs45446698	36357675	cg01179661_TC11	51
5alpha-androstan-3beta,17alpha-diol disulfate levels	rs45446698	36357675	cg01179661_TC11	51
5alpha-androstan-3beta,17beta-diol disulfate levels	rs45446698	36357675	cg01179661_TC11	51
5alpha-pregnan-3beta,20beta-diol monosulfate (1) levels	rs45446698	36357675	cg01179661_TC11	51
Testosterone levels in premenopausal women	rs45446698	35192695	cg01179661_TC11	51
Testosterone levels	rs45446698	35192695	cg01179661_TC11	51
Testosterone levels in postmenopausal women	rs45446698	35192695	cg01179661_TC11	51
Testosterone levels	rs45446698	35192695	cg01179661_TC11	51
Tauro-beta-muricholate levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
Andro steroid monosulfate C19H28O6S (1) levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
5alpha-androstan-3beta,17beta-diol disulfate levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
Epiandrosterone sulfate levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
Androstenediol (3alpha, 17alpha) monosulfate (3) levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
16a-hydroxy DHEA 3-sulfate levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
Androsterone sulfate levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels in elite athletes	rs45446698	31882771	cg01179661_TC11	51
FEV1	rs45446698	36641522	cg01179661_TC11	51
Sex hormone-binding globulin levels	rs45446698	36653534	cg01179661_TC11	51
Total testosterone levels	rs45446698	36653534	cg01179661_TC11	51
Free androgen index	rs45446698	36653534	cg01179661_TC11	51
Free testosterone levels	rs45446698	36653534	cg01179661_TC11	51
Estrone-3-glucuronide levels	rs45446698	33495599	cg01179661_TC11	51
Offspring birth weight	rs45446698	31043758	cg01179661_TC11	51
Heel bone mineral density	rs45446698	30048462	cg01179661_TC11	51
Urate levels	rs45446698	33462484	cg01179661_TC11	51
Testosterone levels	rs45446698	33462484	cg01179661_TC11	51
C-reactive protein levels	rs45446698	33462484	cg01179661_TC11	51
X-21410 levels	rs45446698	35347128	cg01179661_TC11	51
X-21470 levels	rs45446698	35347128	cg01179661_TC11	51
Bioavailable testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Bioavailable testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Bioavailable testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Free testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Free testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Free testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Androsterone sulfate levels	rs45446698	35347128	cg01179661_TC11	51
Epiandrosterone sulfate levels	rs45446698	35347128	cg01179661_TC11	51
Androstenediol (3beta,17beta) disulfate (1) levels	rs45446698	35347128	cg01179661_TC11	51
Metabolonic lactone sulfate levels	rs45446698	35347128	cg01179661_TC11	51
X-24574 levels	rs45446698	35347128	cg01179661_TC11	51
X-24947 levels	rs45446698	35347128	cg01179661_TC11	51
5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels	rs45446698	35347128	cg01179661_TC11	51
5alpha-androstan-3beta,17alpha-diol disulfate levels	rs45446698	35347128	cg01179661_TC11	51
5alpha-androstan-3beta,17beta-diol monosulfate (2) levels	rs45446698	35347128	cg01179661_TC11	51
Androstenediol (3alpha, 17alpha) monosulfate (3) levels	rs45446698	35347128	cg01179661_TC11	51
16a-hydroxy DHEA 3-sulfate levels	rs45446698	35347128	cg01179661_TC11	51
Andro steroid monosulfate C19H28O6S (1) levels	rs45446698	35347128	cg01179661_TC11	51
Androstenediol (3beta,17beta) monosulfate (2) levels	rs45446698	35347128	cg01179661_TC11	51
Height	rs45446698	34594039	cg01179661_TC11	51
DNA repair protein RAD51 homolog 4 levels (RAD51L3.12554.10.3)	rs45446698	29875488	cg01179661_TC11	51
Height	rs45446698	39134668	cg01179661_TC11	51
Plasma 5alpha-androstan-3alpha,17alpha-diol monosulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma 5alpha-androstan-3alpha,17beta-diol monosulfate (1) levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma 5alpha-androstan-3beta,17beta-diol disulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma 5alpha-androstan-3beta,17beta-diol monosulfate (2) levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine tauro-beta-muricholate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine 16a-hydroxy DHEA 3-sulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma X-24947 levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma andro steroid monosulfate C19H28O6S (1)* levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine andro steroid monosulfate C19H28O6S (1)* levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma androstenediol (3alpha, 17alpha) monosulfate (3) levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma androstenediol (3beta,17beta) monosulfate (1) levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma androsterone sulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma glyco-beta-muricholate** levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine glyco-beta-muricholate** levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma dehydroepiandrosterone sulfate (DHEA-S) levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Plasma epiandrosterone sulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine epiandrosterone sulfate levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
Urine X-21410 levels in chronic kidney disease	rs45446698	37277652	cg01179661_TC11	51
X-17359 levels	rs45446698	36357675	cg01179661_TC11	51
X-17612 levels	rs45446698	36357675	cg01179661_TC11	51
Total testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Total testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Total testosterone levels	rs45446698	34321204	cg01179661_TC11	51
Tauro-beta-muricholate levels	rs45446698	36357675	cg01179661_TC11	51
X-21470 levels	rs45446698	36357675	cg01179661_TC11	51
X-21668 levels	rs45446698	36357675	cg01179661_TC11	51
X-22379 levels	rs45446698	36357675	cg01179661_TC11	51
16a-hydroxy DHEA 3-sulfate levels	rs45446698	36357675	cg01179661_TC11	51
Body fat percentage (adjusted for testosterone and SHBG)	rs45446698	37867527	cg01179661_TC11	51
Body mass index	rs758747	25673413	cg24735277_TC11	17
Body mass index	rs758747	26426971	cg24735277_TC11	17
Body mass index	rs758747	25673413	cg24735277_TC11	17
Body mass index	rs758747	25673413	cg24735277_TC11	17
Body mass index	rs758747	30108127	cg24735277_TC11	17
Semenogelin-1 levels (SEMG1.7115.5.3)	rs908830	29875488	cg02183082_TC11	30
Lung function (FVC)	rs12520489	30595370	cg23948124_BC11	11
Low density lipoprotein cholesterol levels	rs157599	33462484	cg24712122_TC11	51
Apolipoprotein B levels	rs157599	33462484	cg24712122_TC11	51
Body mass index	rs10783779	30239722	cg18365041_BC11	36
Body mass index	rs10783779	30239722	cg18365041_BC11	36
Educational attainment	rs10783779	25201988	cg18365041_BC11	36
Corpus callosum mid-anterior volume	rs10896634	37164063	cg27650468_TC11	26
Corpus callosum volume (MOSTest)	rs10896634	37164063	cg27650468_TC11	26
Prostate cancer	rs11752345	32887889	cg26187011_BC11	35
Educational attainment	rs11752345	35361970	cg26187011_BC11	35
Number of decayed, missing and filled tooth surfaces or use of dentures	rs11672900	31235808	cg24677575_TC11	32
Dentures	rs11672900	31235808	cg24677575_TC11	32
Monocyte count	rs4807440	27863252	cg11245540_TC11	12
White blood cell count	rs4807440	27863252	cg11245540_TC11	12
White blood cell count	rs4807440	30595370	cg11245540_TC11	12
Neutrophil count	rs4807440	32888493	cg11245540_TC11	12
Monocyte count	rs4807440	32888493	cg11245540_TC11	12
Lymphocyte count	rs4807440	32888494	cg11245540_TC11	12
Monocyte count	rs4807440	32888494	cg11245540_TC11	12
Mean platelet volume	rs4807440	32888494	cg11245540_TC11	12
White blood cell count	rs4807440	32888493	cg11245540_TC11	12
White blood cell count	rs4807440	32888493	cg11245540_TC11	12
White blood cell count	rs4807440	32888494	cg11245540_TC11	12
Monocyte count	rs4807440	32888493	cg11245540_TC11	12
Monocyte count	rs4807440	34469753	cg11245540_TC11	12
Neutrophil count	rs4807440	34469753	cg11245540_TC11	12
Monocyte count	rs4807440	34594039	cg11245540_TC11	12
Refractive error	rs11145461	32231278	cg24996620_TC11	16
Myopia (age of diagnosis)	rs11145461	29808027	cg24996620_TC11	16
X-24337 levels	rs28366034	36635386	cg04119601_BC11	11
X-24337 levels	rs28366034	35347128	cg04119601_BC11	11
Plasma X-24337 levels in chronic kidney disease	rs28366034	37277652	cg04119601_BC11	11
HDL cholesterol levels	rs138197681	35884923	cg00608276_BC11	28
Warfarin maintenance dose	rs9923231	20833655	cg10059228_TC11	16
Warfarin maintenance dose	rs9923231	19300499	cg10059228_TC11	16
Body mass index	rs9923231	38538606	cg10059228_TC11	16
Bulimia nervosa	rs117096873	23568457	cg21134109_TC11	5
Number of clonal hematopoiesis mutations	rs59036912	34815255	cg20248748_TC11	17
Hepatocyte growth factor-like protein levels	rs114743756	34648354	cg04715391_BC11	39
Telomere length	rs1008438	35530816	cg09369781_TC11	5
Major depressive disorder or glomerular filtration rate estimated from creatine (MTAG)	rs1008438	38858783	cg09369781_TC11	5
Major depressive disorder or glomerular filtration rate estimated from cystatin (MTAG)	rs1008438	38858783	cg09369781_TC11	5
Platelet distribution width	rs56337033	27863252	cg01629558_BC11	25
Mean platelet volume	rs56337033	32888494	cg01629558_BC11	25
Platelet distribution width	rs56337033	32888494	cg01629558_BC11	25
Platelet count	rs56337033	32888494	cg01629558_BC11	25
Weight	rs56784286	34594039	cg03612602_TC11	25
Weight	rs56784286	34594039	cg03612602_TC11	25
Body mass index (MTAG)	rs2732288	36376304	cg26379152_TC11	33
Drinks per week	rs2217342	36477530	cg21722340_BC11	16
Height	rs2217342	36224396	cg21722340_BC11	16
Serum metabolite levels	rs3215400	33031748	cg05278081_TC11	14
Platelet count	rs3215400	34594039	cg05278081_TC11	14
Metabolite levels (2'-O-methylcytidine)	rs3215400	37253714	cg05278081_TC11	14
Hematocrit	rs9633514	32888494	cg13248629_TC11	11
Central corneal thickness	rs688601	32528159	cg00472691_BC11	20
Systolic blood pressure	rs688601	35762941	cg00472691_BC11	20
5alpha-androstan-3alpha,17beta-diol disulfate levels	rs177037	35347128	cg09644724_TC11	46
5alpha-androstan-3alpha,17beta-diol disulfate levels	rs28505302	36635386	cg09644724_TC11	20
CDKN1A/ENO2 protein level ratio	rs1044189	38412862	cg22796268_BC11	9
Height	rs7961632	36224396	cg12704403_TC11	45
Monocyte forward scatter distribution width	rs56244291	37596262	cg07227103_TC11	23
Cardiac Troponin-T levels	rs17666963	23247143	cg03997458_BC11	42
Smoking initiation	rs7545078	36477530	cg06992877_TC11	7
circulating leptin levels adjusted for BMI	rs6738627	26833098	cg18153250_BC11	27
circulating leptin levels	rs6738627	26833098	cg18153250_BC11	27
Body fat percentage	rs6738627	26833246	cg18153250_BC11	27
Body fat percentage	rs6738627	26833246	cg18153250_BC11	27
Body fat percentage	rs6738627	26833246	cg18153250_BC11	27
Body fat percentage	rs6738627	26833246	cg18153250_BC11	27
Heel bone mineral density	rs6421572	30598549	cg16970112_BC11	47
Heel bone mineral density	rs6421572	30595370	cg16970112_BC11	47
Heel bone mineral density	rs149153680	30595370	cg16033825_TC11	15
Dihexosylceramide (d18:2/24:1) levels	rs3764642	35668104	cg07325521_BC11	15
Fasting glucose	rs113894048	34074324	cg26170669_TC11	16
Colorectal cancer	rs113569514	34594039	cg26556923_BC11	23
Colorectal cancer	rs113569514	30529582	cg26556923_BC11	23
Colorectal cancer	rs113569514	36539618	cg26556923_BC11	23
High-density lipoprotein levels (MTAG)	rs7195310	36376304	cg23687940_BC11	18
Height	rs56249733	34594039	cg15299008_BC11	14
Height	rs56249733	39134668	cg15299008_BC11	14
Balding type 1	rs188468174	30595370	cg16063783_BC11	23
Male-pattern baldness	rs188468174	30573740	cg16063783_BC11	23
Basophil count	rs188468174	32888493	cg16063783_BC11	23
IgA levels	rs188468174	28628107	cg16063783_BC11	23
Male-pattern baldness	rs188468174	28196072	cg16063783_BC11	23
Reticulocyte count	rs188468174	32888494	cg16063783_BC11	23
Reticulocyte fraction of red cells	rs188468174	32888494	cg16063783_BC11	23
Glycoprotein acetyls levels	rs188468174	35213538	cg16063783_BC11	23
SLAM family member 7 levels	rs188468174	34648354	cg16063783_BC11	23
CD5 antigen-like levels	rs188468174	34648354	cg16063783_BC11	23
Serine/threonine-protein phosphatase 4 regulatory subunit 3A levels	rs188468174	34648354	cg16063783_BC11	23
Immunoglobulin M levels	rs188468174	34648354	cg16063783_BC11	23
Immunoglobulin A levels	rs188468174	34648354	cg16063783_BC11	23
Microfibrillar-associated protein 2 levels	rs188468174	34648354	cg16063783_BC11	23
Glutaminyl-peptide cyclotransferase levels	rs188468174	34648354	cg16063783_BC11	23
Interleukin-5 receptor subunit alpha levels	rs188468174	34648354	cg16063783_BC11	23
Immunoglobulin N-glycan 8 levels	rs188468174	35332118	cg16063783_BC11	23
Immunoglobulin N-glycan 10 levels	rs188468174	35332118	cg16063783_BC11	23
Immunoglobulin N-glycan 11 levels	rs188468174	35332118	cg16063783_BC11	23
Immunoglobulin N-glycan 23 levels	rs188468174	35332118	cg16063783_BC11	23
IgA levels	rs188468174	34814699	cg16063783_BC11	23
Free cholesterol to total lipids ratio in very large HDL	rs188468174	38448586	cg16063783_BC11	23
Alloimmunization response to red blood cell transfusion in sickle cell anemia	rs67072384	25670933	cg12878445_BC11	27
Serum alkaline phosphatase levels	rs117298830	29403010	cg20816823_TC11	16
Cortical surface area	rs3738220	34560273	cg25259804_TC11	8
Vertex-wise sulcal depth	rs3738220	34910505	cg25259804_TC11	8
Bipolar disorder	rs7618915	22182935	cg04595163_BC11	33
Melanocyte protein PMEL levels	rs2069398	34648354	cg21590097_TC11	51
Mean corpuscular volume	rs2051407	32888493	cg06702885_TC11	24
Mean corpuscular volume	rs2051407	32888493	cg06702885_TC11	24
Mean spheric corpuscular volume	rs2051407	32888494	cg06702885_TC11	24
Height	rs3743267	36224396	cg17332963_TC11	7
Blood protein levels	rs729654	30072576	cg24626856_TC11	15
Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 levels (POMGNT2.6359.50.3)	rs729654	29875488	cg24626856_TC11	15
Phenylpyruvate levels	rs2997922	36635386	cg21897050_TC11	20
Height	rs3760706	36224396	cg09823713_TC11	32
Chronic obstructive pulmonary disease-related biomarkers	rs1265093	23144326	cg12044337_BC11	8
Severe COVID-19 or rheumatoid arthritis (MTAG)	rs1265093	36762574	cg12044337_BC11	8
Waist-to-hip ratio adjusted for BMI	rs1265093	34021172	cg12044337_BC11	8
Hip circumference adjusted for BMI	rs1265093	34021172	cg12044337_BC11	8
Age at menarche	rs1265093	39147824	cg12044337_BC11	8
Age at menarche	rs1265093	39147824	cg12044337_BC11	8
Waist-hip index	rs1265093	34021172	cg12044337_BC11	8
Hospitalized COVID-19 or BMI (pleiotropy)	rs1265093	38352709	cg12044337_BC11	8
White blood cell count	rs10215854	30595370	cg23313142_BC11	34
Low myopia vs hyperopia	rs557187070	33830181	cg17636077_BC11	8
Height	rs549074234	38116116	cg13999380_TC11	3
Metabolite levels (Pyroglutamine)	rs2597167	23934736	cg21811681_BC11	22
Tonsillectomy	rs17523802	28928442	cg10913316_TC11	12
Whole body fat free mass (UKB data field 23101)	rs3740591	38538606	cg26143457_TC11	38
Insomnia	rs111747805	35835914	cg11082174_BC11	32
Hair color	rs531359831	30595370	cg03538607_BC11	10
Macrophage inflammatory protein 1a levels	rs57786342	27989323	cg25058591_TC11	42
Diastolic blood pressure	rs57786342	30224653	cg25058591_TC11	42
Diastolic blood pressure	rs57786342	38689001	cg25058591_TC11	42
Systolic blood pressure	rs57786342	38689001	cg25058591_TC11	42
Predicted developmental stuttering	rs13312180	34861174	cg11790928_TC11	13
Highest math class taken	rs7184821	30038396	cg12196936_TC11	9
Abdominal fat cell number	rs117242252	35320353	cg11888651_BC11	36
Left-hemisphere dorsal attention network to right-hemisphere dorsal attention network white-matter structural connectivity	rs4073082	38438384	cg14540778_BC11	45
Left-hemisphere control network to right-hemisphere dorsal attention network white-matter structural connectivity	rs4073082	38438384	cg14540778_BC11	45
Birth weight	rs12906125	27680694	cg20799770_BC11	1
Myocardial infarction	rs12906125	33532862	cg20799770_BC11	1
Systolic blood pressure	rs12906125	34594039	cg20799770_BC11	1
Vimentin levels	rs3758411	34648354	cg01044166_TC11	31
Body mass index	rs3213422	36581621	cg24514137_BC11	13
HAGH/HBQ1 protein level ratio	rs3213422	38412862	cg24514137_BC11	13
Sex hormone-binding globulin levels	rs10153315	32042192	cg18809953_TC11	29
Sex hormone-binding globulin levels	rs10153315	32042192	cg18809953_TC11	29
Gamma glutamyl transferase levels	rs10153315	33339817	cg18809953_TC11	29
Sex hormone-binding globulin levels adjusted for BMI	rs10153315	32042192	cg18809953_TC11	29
Sex hormone-binding globulin levels adjusted for BMI	rs10153315	32042192	cg18809953_TC11	29
Sex hormone-binding globulin levels in postmenopausal women	rs10153315	35192695	cg18809953_TC11	29
Sex hormone-binding globulin levels	rs10153315	35192695	cg18809953_TC11	29
Sex hormone-binding globulin levels	rs10153315	35192695	cg18809953_TC11	29
Mean corpuscular hemoglobin concentration	rs71487219	34594039	cg26774660_BC11	9
Pulse pressure	rs4360494	28135244	cg26729965_TC11	30
Heel bone mineral density	rs4360494	30598549	cg26729965_TC11	30
Colorectal cancer or advanced adenoma	rs4360494	30510241	cg26729965_TC11	30
Red cell distribution width	rs4360494	30595370	cg26729965_TC11	30
Height	rs4360494	28552196	cg26729965_TC11	30
Heel bone mineral density	rs4360494	28869591	cg26729965_TC11	30
Diastolic blood pressure	rs4360494	38689001	cg26729965_TC11	30
Pulse pressure	rs4360494	38689001	cg26729965_TC11	30
Multi-trait sex score	rs4360494	37277458	cg26729965_TC11	30
